id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,istrain
35465,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,Casual,True
47045,Women,Apparel,Bottomwear,Salwar,Green,Summer,Ethnic,True
6362,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,True
23500,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
17735,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,True
53677,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,True
20385,Women,Accessories,Bags,Handbags,Purple,Winter,Casual,True
37332,Women,Accessories,Watches,Watches,White,Winter,Casual,True
45712,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,True
4435,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
21257,Unisex,Accessories,Bags,Duffel Bag,Blue,Fall,Casual,True
15062,Men,Footwear,Sandal,Sandals,Brown,Fall,Casual,True
40260,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
10510,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
24725,Unisex,Accessories,Bags,Backpacks,Purple,Summer,Casual,True
56305,Women,Apparel,Innerwear,Briefs,Blue,Winter,Casual,True
32640,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,True
5721,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
44406,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,Sports,True
38980,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,True
58059,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,True
14376,Women,Footwear,Shoes,Flats,Black,Winter,Casual,True
20143,Men,Apparel,Topwear,Shirts,White,Summer,Casual,True
21091,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,True
52563,Women,Accessories,Bags,Clutches,Red,Summer,Casual,True
39852,Girls,Apparel,Topwear,Tops,Blue,Summer,Casual,True
36026,Men,Accessories,Belts,Belts,Black,Fall,Formal,True
57011,Women,Footwear,Shoes,Flats,Green,Winter,Casual,True
33554,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,True
58865,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,Casual,True
25431,Men,Accessories,Socks,Socks,White,Summer,Casual,True
11604,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,True
19469,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
12081,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,True
43623,Women,Apparel,Topwear,Tops,Green,Summer,Casual,True
2504,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,True
6998,Men,Apparel,Topwear,Tshirts,Grey,Spring,Casual,True
13153,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,True
54694,Women,Apparel,Topwear,Kurtas,Purple,Fall,Casual,True
7076,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual,True
46351,Men,Apparel,Topwear,Shirts,White,Summer,Casual,True
16421,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,True
8802,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
22614,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Sports,True
50234,Women,Others,Free Gifts,Free Gifts,White,Summer,Casual,True
47283,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,True
34771,Women,Accessories,Bags,Handbags,Black,Summer,Casual,True
55574,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,True
26086,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,True
27154,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,True
18789,Men,Accessories,Wallets,Wallets,Brown,Fall,Casual,True
13361,Women,Footwear,Shoes,Casual Shoes,Tan,Fall,Casual,True
43411,Women,Footwear,Shoes,Flats,Black,Summer,Casual,True
28920,Men,Accessories,Bags,Laptop Bag,Black,Summer,Casual,True
16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Formal,True
49917,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,True
7244,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,True
35491,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,True
46163,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,Ethnic,True
27968,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,True
6396,Men,Footwear,Sandal,Sandals,Beige,Summer,Casual,True
34543,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,Formal,True
50006,Women,Apparel,Innerwear,Bra,Black,Winter,Sports,True
53683,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,True
14144,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,Formal,True
20371,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,True
5513,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,True
44634,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
15096,Women,Apparel,Topwear,Kurtas,Orange,Fall,Ethnic,True
52751,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,True
14978,Men,Accessories,Belts,Belts,Black,Fall,Casual,True
33766,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,True
40294,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Fall,Casual,True
25603,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
11436,Women,Apparel,Topwear,Tshirts,Peach,Fall,Casual,True
41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,True
13705,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
43075,Women,Apparel,Bottomwear,Capris,Grey,Summer,Sports,True
30587,Men,Apparel,Topwear,Tshirts,Green,Summer,Sports,True
31455,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,True
3280,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,True
8668,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,Casual,True
55110,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,True
28578,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
43849,Women,Accessories,Jewellery,Earrings,Green,Summer,Ethnic,True
50462,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,True
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,True
46507,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
45382,Women,Footwear,Shoes,Flats,Black,Winter,Casual,True
36670,Women,Accessories,Bags,Handbags,Green,Summer,Casual,True
52335,Women,Accessories,Bags,Clutches,Bronze,Winter,Casual,True
14520,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,True
20715,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Others,True
5177,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
44250,Women,Accessories,Bags,Handbags,Red,Summer,Casual,True
25267,Women,Accessories,Bags,Handbags,Red,Summer,Casual,True
4899,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
56795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
11052,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
41722,Women,Footwear,Shoes,Heels,Teal,Winter,Casual,True
39638,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
33302,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
10180,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,Casual,True
52107,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,True
25869,Unisex,Accessories,Bags,Backpacks,Red,Winter,Casual,True
4297,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
36442,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
5345,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
37590,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Summer,Casual,True
14712,Men,Apparel,Topwear,Shirts,Off White,Winter,Formal,True
20527,Women,Accessories,Bags,Handbags,Purple,Winter,Casual,True
25055,Men,Accessories,Accessories,Accessory Gift Set,Brown,Winter,Formal,True
11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,Casual,True
57475,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,True
24187,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
33130,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,True
2160,Men,Apparel,Topwear,Tshirts,Red,Spring,Casual,True
9588,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Formal,True
27702,Women,Accessories,Bags,Handbags,Black,Winter,Casual,True
13537,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
55322,Women,Personal Care,Skin,Face Moisturisers,White,Spring,Casual,True
16879,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
42395,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
50650,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Winter,Casual,True
17197,Men,Apparel,Topwear,Sweaters,Green,Winter,Casual,True
34315,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,True
7412,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,True
19831,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
46735,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
16045,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
49321,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
18583,Women,Accessories,Socks,Socks,Pink,Fall,Casual,True
16419,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,True
12885,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
13957,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,True
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,True
28316,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,True
53489,Women,Apparel,Innerwear,Bra,White,Winter,Sports,True
58061,Women,Accessories,Jewellery,Earrings,Others,Fall,Casual,True
5719,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
57815,Women,Apparel,Topwear,Tops,Brown,Fall,Casual,True
41970,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
38184,Women,Accessories,Eyewear,Sunglasses,Others,Winter,Casual,True
20947,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,True
57029,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,True
21895,Women,Apparel,Topwear,Kurtas,Olive,Fall,Ethnic,True
39056,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,Formal,True
58253,Women,Accessories,Bags,Clutches,Olive,Summer,Casual,True
20349,Women,Apparel,Topwear,Tunics,Black,Fall,Casual,True
59381,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,True
14940,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,True
39264,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,True
15892,Girls,Footwear,Shoes,Casual Shoes,Blue,Spring,Casual,True
19663,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
46967,Women,Accessories,Bags,Handbags,Black,Summer,Casual,True
8234,Women,Accessories,Bags,Handbags,Pink,Winter,Casual,True
49113,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Casual,True
28918,Men,Accessories,Bags,Laptop Bag,Black,Summer,Casual,True
13359,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual,True
26882,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,True
31835,Men,Accessories,Watches,Watches,Silver,Winter,Casual,True
28124,Men,Apparel,Innerwear,Briefs,White,Summer,Casual,True
27950,Men,Apparel,Innerwear,Trunk,White,Summer,Casual,True
47089,Boys,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual,True
11856,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,Casual,True
44268,Men,Accessories,Wallets,Wallets,Black,Summer,Formal,True
58637,Men,Accessories,Socks,Socks,Blue,Fall,Casual,True
14518,Men,Apparel,Topwear,Shirts,Grey,Fall,Formal,True
39600,Women,Footwear,Shoes,Heels,Black,Summer,Casual,True
5973,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,True
9782,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,True
27508,Women,Apparel,Innerwear,Bra,Black,Fall,Casual,True
34923,Women,Apparel,Topwear,Dupatta,Green,Summer,Ethnic,True
55128,Women,Personal Care,Nails,Nail Polish,Pink,Spring,Casual,True
8650,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
22846,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,Casual,True
49577,Women,Footwear,Shoes,Flats,Pink,Winter,Casual,True
43871,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,True
28540,Men,Apparel,Topwear,Jackets,Red,Summer,Sports,True
7618,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,True
55914,Women,Personal Care,Nails,Nail Polish,Brown,Spring,Casual,True
51588,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,Casual,True
29492,Women,Accessories,Watches,Watches,White,Winter,Casual,True
17993,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,True
2158,Men,Apparel,Topwear,Tshirts,Red,Spring,Casual,True
16841,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,True
8462,Women,Apparel,Topwear,Tops,White,Fall,Casual,True
49745,Men,Accessories,Ties,Ties,Red,Summer,Formal,True
19035,Women,Footwear,Shoes,Heels,Red,Winter,Casual,True
28772,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,True
50668,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Fall,Sports,True
2964,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,True
22248,Men,Footwear,Sandal,Sandals,Green,Fall,Casual,True
19809,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,True
45188,Women,Accessories,Watches,Watches,White,Winter,Casual,True
25851,Women,Apparel,Topwear,Kurtas,Maroon,Summer,Ethnic,True
33934,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
11258,Women,Apparel,Topwear,Tops,Black,Fall,Sports,True
41528,Men,Accessories,Belts,Belts,Tan,Summer,Casual,True
52903,Women,Apparel,Saree,Sarees,Purple,Fall,Ethnic,True
33108,Women,Footwear,Shoes,Heels,Yellow,Winter,Casual,True
44866,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
59711,Women,Apparel,Innerwear,Briefs,Black,Summer,Casual,True
4069,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,True
4855,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,Casual,True
5987,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,True
24379,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,True
48451,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
9776,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Casual,True
18321,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,True
49583,Women,Footwear,Shoes,Heels,Orange,Winter,Casual,True
43885,Women,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
17369,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,Formal,True
47419,Women,Accessories,Bags,Handbags,Black,Fall,Casual,True
35039,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,True
42957,Men,Accessories,Belts,Belts,Black,Summer,Casual,True
29466,Men,Accessories,Watches,Watches,Silver,Winter,Casual,True
17967,Men,Footwear,Sandal,Sandals,Black,Fall,Casual,True
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,Ethnic,True
8496,Women,Apparel,Bottomwear,Skirts,Cream,Fall,Casual,True
12429,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
28786,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,True
3842,Women,Footwear,Shoes,Flats,Pink,Summer,Casual,True
16089,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
21439,Women,Accessories,Headwear,Caps,Purple,Summer,Casual,True
32812,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
59523,Women,Accessories,Jewellery,Earrings,Silver,Summer,Casual,True
53019,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic,True
24977,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,True
45940,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
25099,Women,Accessories,Belts,Belts,Red,Winter,Casual,True
1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,Casual,True
53825,Women,Apparel,Apparel Set,Kurta Sets,Teal,Fall,Ethnic,True
44892,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
26278,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
54658,Women,Accessories,Watches,Watches,Black,Winter,Casual,True
18577,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,True
6954,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,True
48207,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,True
9120,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
29230,Women,Footwear,Sandal,Sports Sandals,Grey,Summer,Casual,True
12871,Men,Footwear,Shoes,Formal Shoes,Black,Spring,Formal,True
6168,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
56933,Women,Footwear,Shoes,Heels,Purple,Winter,Casual,True
41984,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,True
15268,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,Casual,True
59147,Women,Footwear,Shoes,Heels,Beige,Fall,Casual,True
38170,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,Casual,True
37904,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,Casual,True
1943,Unisex,Accessories,Bags,Duffel Bag,Grey,Summer,Casual,True
59375,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,True
38342,Girls,Apparel,Topwear,Tops,White,Summer,Casual,True
40258,Men,Apparel,Topwear,Shirts,White,Summer,Casual,True
15866,Unisex,Footwear,Shoes,Casual Shoes,Brown,Spring,Casual,True
39290,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,True
19697,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
3628,Men,Footwear,Sandal,Sandals,Grey,Winter,Casual,True
51924,Women,Accessories,Bags,Handbags,Off White,Summer,Casual,True
48035,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
27198,Women,Apparel,Dress,Dresses,Blue,Summer,Casual,True
18745,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,True
7288,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
26876,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
51118,Women,Others,Free Gifts,Free Gifts,Green,Summer,Ethnic,True
29002,Men,Accessories,Bags,Backpacks,Black,Summer,Casual,True
48809,Men,Accessories,Jewellery,Pendant,Steel,Fall,Casual,True
23538,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,Casual,True
30913,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,True
4290,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,True
36445,Men,Footwear,Shoes,Sports Shoes,Black,Spring,Sports,True
52100,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,True
14715,Men,Apparel,Topwear,Shirts,White,Fall,Formal,True
5342,Men,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,True
37597,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,True
11267,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,True
41517,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Casual,True
33137,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
24180,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
44859,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
13530,Men,Accessories,Others,Mufflers,Navy Blue,Fall,Casual,True
2167,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
43240,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,True
42392,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
31660,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,True
55325,Women,Personal Care,Others,Hair Colour,Brown,Spring,Casual,True
50657,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,Sports,True
17190,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,Casual,True
22277,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,True
16042,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,True
51785,Women,Apparel,Innerwear,Bra,Purple,Summer,Casual,True
3889,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
46732,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,Casual,True
7415,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,True
19836,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
2355,Unisex,Others,Others,Others,White,Fall,Sports,True
43072,Unisex,Accessories,Headwear,Caps,Black,Summer,Casual,True
13702,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
27537,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,True
19238,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,Casual,True
55117,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Casual,True
49548,Women,Accessories,Bags,Clutches,Blue,Summer,Casual,True
31452,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,True
3287,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
50465,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,True
23197,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
34120,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,True
46500,Men,Accessories,Watches,Watches,Steel,Winter,Casual,True
22045,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,True
52332,Women,Accessories,Wallets,Wallets,Black,Winter,Casual,True
11869,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,True
36677,Women,Accessories,Bags,Handbags,Yellow,Summer,Casual,True
45385,Women,Footwear,Shoes,Flats,Bronze,Winter,Casual,True
44257,Women,Accessories,Wallets,Wallets,Pink,Summer,Casual,True
5170,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
58608,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,True
14527,Men,Apparel,Topwear,Shirts,Brown,Fall,Formal,True
41725,Women,Footwear,Shoes,Heels,Red,Winter,Casual,True
11055,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
25260,Women,Accessories,Bags,Handbags,Off White,Summer,Casual,True
10187,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
33305,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,True
46958,Boys,Footwear,Flip Flops,Flip Flops,Green,Fall,Casual,True
55573,Women,Personal Care,Makeup,Concealer,Skin,Spring,Casual,True
31036,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
28927,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,True
13366,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
27153,Men,Apparel,Topwear,Shirts,Green,Summer,Formal,True
46164,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,Casual,True
7243,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,True
35496,Men,Footwear,Sandal,Sandals,Grey,Winter,Casual,True
16614,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,True
50001,Women,Apparel,Innerwear,Bra,Grey Melange,Winter,Sports,True
6391,Women,Footwear,Shoes,Flats,Grey,Summer,Casual,True
44633,Women,Apparel,Topwear,Tshirts,Magenta,Summer,Sports,True
5514,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
20376,Women,Apparel,Topwear,Jackets,Blue,Fall,Casual,True
53684,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,True
1988,Women,Apparel,Topwear,Tshirts,Red,Fall,Sports,True
15091,Women,Apparel,Topwear,Tunics,Blue,Fall,Casual,True
52756,Women,Accessories,Bags,Handbags,Red,Fall,Casual,True
36213,Girls,Apparel,Topwear,Tops,Green,Summer,Casual,True
40293,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,Casual,True
33761,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
38389,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,Sports,True
11431,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,True
25604,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
20144,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
14371,Women,Footwear,Shoes,Heels,Red,Winter,Casual,True
38987,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,True
44401,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
5726,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
36021,Men,Accessories,Belts,Belts,Black,Fall,Formal,True
39855,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
52564,Women,Accessories,Bags,Clutches,Grey,Summer,Casual,True
20978,Women,Accessories,Belts,Belts,White,Winter,Casual,True
58862,Men,Accessories,Cufflinks,Cufflinks,Copper,Summer,Casual,True
33553,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,True
57016,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,True
11603,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,True
25436,Men,Accessories,Socks,Socks,Brown,Summer,Casual,True
31204,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,Casual,True
12086,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,True
13154,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
54693,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,True
27361,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,True
2503,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
43624,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
22613,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,True
16426,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,True
8805,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,True
7071,Unisex,Accessories,Bags,Backpacks,Green,Winter,Casual,True
13968,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,Casual,True
34776,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,True
47284,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,True
50233,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
28329,Men,Footwear,Sandal,Sandals,Brown,Winter,Casual,True
26075,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,True
55587,Women,Personal Care,Lips,Lip Gloss,Others,Spring,Casual,True
42530,Women,Apparel,Topwear,Kurtas,Orange,Summer,Ethnic,True
3617,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,True
13392,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
46190,Women,Accessories,Jewellery,Jewellery Set,Brown,Winter,Casual,True
26849,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual,True
35462,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,True
17732,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,Sports,True
48836,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,True
47042,Women,Apparel,Bottomwear,Salwar,Maroon,Summer,Ethnic,True
37335,Women,Accessories,Watches,Watches,White,Winter,Casual,True
20382,Women,Apparel,Topwear,Kurtas,Rust,Fall,Ethnic,True
